Grid_Number,hospital
0,3.389527531165965
1,3.1617236719603663
2,3.3131493191067114
3,3.153638401245511
4,2.4490424745888464
5,2.126745205601171
6,2.26006954671385
7,2.7087097818984502
8,3.093243484522348
9,3.373215932144321
10,3.9202324057614404
11,3.906420720650258
12,4.162772891701708
13,4.595981296568511
14,4.863479767686435
15,4.841795703333565
16,4.356721542202731
17,3.253976182077141
18,2.1606854764889287
19,1.1052713696858416
20,0.49754417948411944
21,1.3214908088908057
22,2.3912314908804544
23,1.8194315886027468
24,1.5194920343750327
25,1.5937354725684352
26,1.4083448917861294
27,1.2394081882775625
28,1.8872446300831744
29,2.5972255832595716
30,1.6526831446452632
31,0.9233363516691243
32,1.1904960112288816
33,2.1018549232134465
34,1.220237462992141
35,1.0163794260813588
36,1.7464069208672723
37,2.7458531374723902
38,2.4387584465632597
39,2.110799281569082
40,2.3315803021871506
41,2.5658044757905887
42,1.6235540584889623
43,1.0776665869508795
44,1.300007332812611
45,1.779303724310229
46,2.0472687697022938
47,2.4499107329346064
48,2.9314114976594805
49,2.861693832554923
50,3.202853726412267
51,3.555724849923719
52,3.895392272210019
53,3.795394518689283
54,3.8396411940932342
55,3.5649196767594327
56,2.60551819429928
57,1.828020818919677
58,1.5386544324461688
59,1.9662444164118487
60,2.168694314847308
61,1.1086132946122063
62,0.4771521566892483
63,0.5954539217229531
64,0.7694001127575737
65,0.3804710732600565
66,1.3107943065244743
67,1.5803181921472185
68,1.2494444440759078
69,0.14080381828081293
70,0.8291560316259479
71,1.6435816666442016
72,0.767000977630547
73,0.3638585401614455
74,1.4660688649993752
75,2.576661626738209
76,1.618511171484597
77,1.0619360332970038
78,1.4521364209583225
79,2.1988701243841122
80,1.219171088744221
81,0.109016004830385
82,0.33078869876207
83,0.8165128493263657
84,1.0128724242443552
85,1.5531343948033385
86,1.9320233204986195
87,1.8245888384842324
88,2.274383084283813
89,2.524573532999399
90,2.984082877797004
91,2.7525552482711673
92,2.8133248745950126
93,3.1304019055266066
94,2.8908901207997566
95,2.7694883173235314
96,2.58758602337093
97,2.8625162922687317
98,2.1975521322752174
99,1.16405161161519
100,0.594692584689238
101,0.20486601144377745
102,0.9806594891651875
103,0.5871871330580548
104,1.335471121028742
105,0.5937239609428512
106,0.9292791036209264
107,1.027088259605182
108,1.4094055452666647
109,0.9251845328205193
110,0.43741008672527165
111,1.1983354874714776
112,1.8581962701990027
113,1.6364635638029503
114,0.9175980122220303
115,0.1148920523906387
116,0.6888425448060537
117,1.5715316140208477
118,1.5966089484947983
119,0.7318847560164545
120,0.2177622494203655
121,0.06783091396458119
122,0.2616808835699449
123,0.9518187830161063
124,1.0406977580045191
125,0.8243915193259005
126,1.278209754440287
127,1.5211577972588235
128,2.2012370323282298
129,1.7197698048962093
130,1.8155227876007745
131,2.0831385631693577
132,1.8428194228269534
133,2.063148936437991
134,2.2759544799428446
135,1.8505559583941869
136,1.835884248473969
137,1.1983438255552303
138,0.6508061670809371
139,0.23270902873776084
140,1.3002567981683155
141,1.151522154519116
142,0.28523194425358545
143,0.6429522408079261
144,0.3207627648697914
145,0.9795702995705259
146,0.7407143090419925
147,0.8600174595188601
148,0.3651782296648831
149,1.4141932645099529
150,1.5779415167104027
151,0.6578799807018652
152,0.3824132031151052
153,0.06840779427253495
154,0.2655829529357574
155,0.6072533386030202
156,1.246939241991202
157,0.7478138415036601
158,0.10330922245869154
159,0.35418717722958265
160,0.22622199916060223
161,0.5529838315035565
162,0.2892313190872257
163,0.1528585049203032
164,0.3501424050032148
165,0.6815627509145683
166,1.45149941336484
167,0.7403802594864992
168,0.9417127700260615
169,1.043343019055471
170,0.8021576622598392
171,1.2264677643725672
172,1.2589323860922925
173,0.8487098134986775
174,1.0599636510005808
175,0.3202843705137783
176,0.08672731204803578
177,0.6672208576228931
178,1.3248647836031289
179,1.0894612430727368
180,0.21068133949111395
181,0.09224912233986068
182,0.2498505093253932
183,0.4094830519760371
184,0.0590145683793832
185,0.6660286419155425
186,0.8671323002723991
187,1.6181681624497746
188,1.5647090780526072
189,0.6254787558913887
190,1.1701065305654792
191,0.7963143924625409
192,0.047339684757005236
193,0.0679771317925696
194,0.378023128998176
195,0.03454128884439715
196,0.32463083414374844
197,0.3588892098816475
198,0.05342612256403185
199,0.27141748594149895
200,0.1884160064396886
201,0.2547231312797249
202,0.10323432633102274
203,0.23646968768312948
204,0.8989302397533371
205,0.22447181456153686
206,0.11653237090372003
207,0.15466855014192255
208,0.09684337670433373
209,0.19349282868585196
210,0.4449992962368631
211,0.44262265815110724
212,0.2910066878277754
213,0.24970760089151192
214,0.09750682351789178
215,0.02943689831455581
216,0.3725653574110855
217,0.7193343217677317
218,0.8449073861346528
219,0.22309374084173528
220,0.0873175165908872
221,0.20467685809385255
222,0.04693659863152
223,0.20297469702317744
224,0.18983679381324245
225,1.2993767090821955
226,2.147204812701045
227,1.5978941801563895
228,2.0746351035389266
229,1.1473259856236826
230,0.584780506922433
231,0.17414616801213037
232,0.10071889668695551
233,0.36459455432679233
234,0.06515886179680319
235,0.02056596954557812
236,0.06327742844397294
237,0.09652439653498196
238,0.12454634126727383
239,0.3856673206054441
240,0.263341720980199
241,0.14671851496704597
242,0.3895403727559768
243,0.6438332835075219
244,0.0868793852009059
245,0.01929258916567387
246,0.04241398541254711
247,0.18529855728257316
248,0.5245833545092498
249,0.07789776667946627
250,0.14632683548636896
251,0.28125270358084253
252,0.11852161675926103
253,0.21747242272169318
254,0.26206550294272196
255,0.1741778238288728
256,0.12977708246309527
257,0.37997535347954486
258,0.09617276215725502
259,0.22564795666481932
260,0.31993763823375654
261,0.37143493747089373
262,0.24977282758443556
263,0.6827045619978915
264,1.1859205848391352
265,1.6449551637213655
266,2.6770063486685745
267,2.015219670502955
268,1.3405496239465358
269,1.065671930242568
270,0.5300102767544901
271,0.7345363814038132
272,0.3694225197404618
273,0.05667249856073918
274,0.2704096589476721
275,0.29993284697699146
276,0.30569925115628316
277,0.2607300860940005
278,0.09859246743464901
279,0.26820538205503835
280,0.2527830951772292
281,0.17321686536594938
282,0.29019790020537106
283,0.0377888584422183
284,0.404354546349189
285,0.3771591508653126
