Grid_Number,police
615,0.0
616,0.0
617,0.0
657,0.0
658,0.0
665,0.0
666,0.0
705,1.0
706,0.0
707,0.0
714,0.0
754,0.0
755,1.0
756,0.0
763,0.0
803,0.0
804,0.0
805,0.0
806,0.0
812,0.0
813,0.0
852,0.0
854,0.0
855,0.0
856,0.0
861,1.0
866,0.0
903,1.0
904,1.0
905,0.0
908,0.0
910,0.0
948,0.0
951,1.0
952,4.0
953,1.0
954,0.0
955,0.0
958,0.0
959,0.0
960,0.0
961,0.0
964,0.0
999,0.0
1000,1.0
1001,0.0
1002,2.0
1003,0.0
1004,0.0
1005,1.0
1007,0.0
1008,1.0
1009,0.0
1010,0.0
1011,0.0
1013,0.0
1019,0.0
1020,1.0
1043,0.0
1044,0.0
1045,0.0
1048,1.0
1049,2.0
1050,0.0
1051,0.0
1052,0.0
1053,1.0
1054,0.0
1055,0.0
1056,0.0
1057,2.0
1058,0.0
1059,1.0
1061,0.0
1065,0.0
1066,0.0
1067,0.0
1068,0.0
1069,0.0
1091,0.0
1092,0.0
1093,1.0
1094,3.0
1096,1.0
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,3.0
1108,0.0
1109,0.0
1110,0.0
1111,0.0
1114,0.0
1115,0.0
1116,1.0
1117,0.0
1118,1.0
1141,0.0
1142,0.0
1143,0.0
1144,3.0
1145,0.0
1146,0.0
1147,1.0
1148,2.0
1149,3.0
1150,3.0
1151,1.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,1.0
1158,2.0
1159,0.0
1160,0.0
1165,0.0
1166,0.0
1167,0.0
1188,0.0
1190,0.0
1191,0.0
1192,0.0
1193,1.0
1194,1.0
1195,1.0
1196,0.0
1197,3.0
1198,0.0
1199,1.0
1200,0.0
1202,1.0
1203,0.0
1204,0.0
1205,1.0
1206,3.0
1207,0.0
1208,4.0
1209,0.0
1211,0.0
1213,0.0
1215,0.0
1216,1.0
1220,1.0
1236,1.0
1237,1.0
