Grid_Number,taxi_stand
121,0.0
158,0.0
159,0.0
160,0.0
162,0.0
163,0.0
181,0.0
182,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,1.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
206,0.0
208,0.0
214,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
231,0.0
232,0.0
233,1.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,1.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,1.0
296,1.0
297,0.0
298,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
335,0.0
336,0.0
337,0.0
338,1.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,1.0
364,0.0
365,1.0
366,1.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
393,1.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,2.0
402,0.0
403,0.0
408,0.0
410,0.0
411,0.0
416,0.0
432,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,1.0
439,0.0
440,0.0
467,0.0
468,0.0
469,0.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,1.0
505,0.0
506,0.0
507,0.0
510,0.0
511,1.0
512,1.0
513,0.0
514,0.0
515,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
586,1.0
587,2.0
588,0.0
592,1.0
593,0.0
595,0.0
596,0.0
624,0.0
632,0.0
633,0.0
634,0.0
635,0.0
661,0.0
672,0.0
673,0.0
712,0.0
